,dataset_index
925,941
926,5643
927,7307
928,4942
929,3414
930,3365
931,5244
932,904
933,5642
934,8043
935,6026
936,2132
937,3273
938,1132
939,315
940,6644
941,766
942,4591
943,3593
944,1836
945,4905
946,2560
947,2100
948,902
949,1767
950,6930
951,5159
952,930
953,6027
954,5530
955,6329
956,6555
957,303
958,5718
959,4233
960,1458
961,3693
962,817
963,3103
964,6413
965,3835
966,5311
967,7521
968,1729
969,2976
970,2963
971,4305
972,2667
973,5948
974,4981
975,3781
976,1169
977,221
978,7163
979,587
980,3934
981,3183
982,1159
983,2162
984,394
985,3144
986,7299
987,1827
988,186
989,3498
990,3876
991,5719
992,6153
993,4916
994,3812
995,1430
996,1787
997,7586
998,696
999,3178
1000,7677
1001,2883
1002,1560
1003,4573
1004,7231
1005,985
1006,7110
1007,6441
1008,2182
1009,7646
1010,1934
1011,34
1012,704
1013,4449
1014,6292
1015,6478
1016,5564
1017,3801
1018,5973
1019,208
1020,6168
1021,4419
1022,7912
1023,3265
1024,6212
1025,3708
1026,1096
1027,6462
1028,135
1029,2333
1030,6057
1031,3214
1032,572
1033,8037
1034,2277
1035,3339
1036,6262
1037,6485
1038,2076
1039,2443
1040,5041
1041,6895
1042,6989
1043,1700
1044,7872
1045,2435
1046,830
1047,3636
1048,1898
1049,4324
1050,5416
1051,1149
1052,6891
1053,7233
1054,7565
1055,7040
1056,4928
1057,4843
1058,1940
1059,3626
1060,776
1061,778
1062,6193
1063,3956
1064,962
1065,7511
1066,774
1067,5133
1068,6141
1069,1703
1070,3064
1071,2781
1072,869
1073,5709
1074,6579
1075,7293
1076,4197
1077,7865
1078,7920
1079,6823
1080,796
1081,4952
1082,7373
1083,634
1084,2476
1085,6408
1086,3499
1087,8162
1088,7951
1089,5669
1090,5942
1091,7294
1092,3971
1093,635
1094,552
1095,3975
1096,4166
1097,4192
1098,7208
1099,2210
1100,5096
1101,6542
1102,241
1103,202
1104,448
1105,4060
1106,6983
1107,8129
1108,5634
1109,7114
1110,6700
1111,7795
1112,7837
1113,304
1114,3222
1115,199
1116,183
1117,2433
1118,6252
1119,4579
1120,5731
1121,5789
1122,3553
1123,1989
1124,6787
1125,2444
1126,3108
1127,7559
1128,314
1129,2620
1130,6287
1131,7353
1132,1350
1133,616
1134,3681
1135,4830
1136,6876
1137,1617
1138,2984
1139,3756
1140,3585
1141,6422
1142,7176
1143,5081
1144,5410
1145,4989
1146,3182
1147,387
1148,7744
1149,6202
1150,5535
1151,4970
1152,122
1153,6881
1154,3880
1155,2601
1156,3760
1157,6807
1158,5242
1159,5505
1160,1977
1161,5167
1162,7668
1163,4974
1164,6194
1165,7953
1166,7309
1167,6791
1168,3640
1169,682
1170,4791
1171,5761
1172,5857
1173,1492
1174,4361
1175,6858
1176,6424
1177,4864
1178,370
1179,4697
1180,138
1181,6213
1182,799
1183,7222
1184,7420
1185,1055
1186,7479
1187,1507
1188,5969
1189,5953
1190,1862
1191,6746
1192,1658
1193,2747
1194,6877
1195,1689
1196,5101
1197,3205
1198,2041
1199,7365
1200,2860
1201,1366
1202,7406
1203,1474
1204,3230
1205,4751
1206,1330
1207,1131
1208,6551
1209,5054
1210,4509
1211,1707
1212,73
1213,7330
1214,818
1215,284
1216,3148
1217,1817
1218,5370
1219,5558
1220,2424
1221,6166
1222,1173
1223,1858
1224,5563
1225,7650
1226,3325
1227,5778
1228,2935
1229,2096
1230,5080
1231,2188
1232,1453
1233,6125
1234,7179
1235,1539
1236,7412
1237,3622
1238,6301
1239,506
1240,177
1241,6838
1242,4684
1243,159
1244,3071
1245,4050
1246,2401
1247,3078
1248,435
1249,2950
1250,5154
1251,4608
1252,4529
1253,5987
1254,2082
1255,2193
1256,1855
1257,3012
1258,3700
1259,7710
1260,6043
1261,4868
1262,5831
1263,1721
1264,8056
1265,2789
1266,6680
1267,1931
1268,3102
1269,7648
1270,6195
1271,5169
1272,860
1273,6368
1274,8092
1275,8075
1276,5664
1277,4001
1278,3405
1279,6069
1280,5050
1281,4169
1282,3226
1283,3710
1284,6709
1285,1584
1286,7863
1287,61
1288,3621
1289,6588
1290,543
1291,1490
1292,6972
1293,2642
1294,7328
1295,5878
1296,5411
1297,5915
1298,2704
1299,7453
1300,752
1301,1624
1302,3445
1303,6740
1304,6477
1305,5128
1306,2148
1307,2887
1308,6081
1309,7571
1310,8122
1311,7640
1312,322
1313,3886
1314,1912
1315,7298
1316,1601
1317,2688
1318,7851
1319,7076
1320,7039
1321,5586
1322,2970
1323,7417
1324,4977
1325,5541
1326,933
1327,2278
1328,3789
1329,5816
1330,5028
1331,2618
1332,6196
1333,3814
1334,5282
1335,4424
1336,2787
1337,908
1338,7578
1339,3135
1340,7138
1341,2183
1342,94
1343,1315
1344,2299
1345,5402
1346,1631
1347,1139
1348,8082
1349,5453
1350,1397
1351,5640
1352,512
1353,1521
1354,8105
1355,6780
1356,3193
1357,3274
1358,6948
1359,569
1360,4736
1361,615
1362,1712
1363,6218
1364,4300
1365,5295
1366,2961
1367,7517
1368,1048
1369,4745
1370,2225
1371,1728
1372,3079
1373,5592
1374,5377
1375,1575
1376,482
1377,1893
1378,2032
1379,6615
1380,7342
1381,7720
1382,1271
1383,1090
1384,982
1385,6338
1386,5597
1387,5471
1388,4373
1389,5201
1390,358
1391,4984
1392,553
1393,1608
1394,2207
1395,6446
1396,4065
1397,898
1398,6945
1399,4266
1400,2908
1401,3534
1402,2603
1403,1534
1404,5469
1405,5339
1406,7510
1407,4137
1408,141
1409,495
1410,3767
1411,5027
1412,4074
1413,260
1414,4949
1415,3656
1416,4632
1417,4414
1418,1281
1419,7543
1420,7082
1421,1256
1422,7007
1423,5152
1424,7425
1425,1682
1426,3043
1427,2400
1428,4824
1429,185
1430,4468
1431,5151
1432,319
1433,1424
1434,6188
1435,4635
1436,2002
1437,2037
1438,3380
1439,3275
1440,1046
1441,78
1442,6399
1443,657
1444,3076
1445,4061
1446,6811
1447,573
1448,6669
1449,6589
1450,5571
1451,3549
1452,1335
1453,4810
1454,7564
1455,5409
1456,6278
1457,3412
1458,2748
1459,4273
1460,5414
1461,6949
1462,7065
1463,2630
1464,4410
1465,7457
1466,6126
1467,406
1468,5666
1469,2345
1470,1175
1471,2477
1472,2917
1473,6236
1474,3471
1475,7408
1476,3166
1477,226
1478,3250
1479,1699
1480,5262
1481,2797
1482,3617
1483,167
1484,7341
1485,4696
1486,1769
1487,6345
1488,6911
1489,749
1490,2001
1491,1844
1492,1890
1493,3727
1494,2031
1495,4380
1496,6139
1497,7667
1498,695
1499,1530
1500,2232
1501,8123
1502,2637
1503,2495
1504,2358
1505,6512
1506,5146
1507,4978
1508,2052
1509,6434
1510,1035
1511,5203
1512,7395
1513,8057
1514,4490
1515,2105
1516,6683
1517,7461
1518,6540
1519,3127
1520,4081
1521,2312
1522,1672
1523,1649
1524,5810
1525,1444
1526,3423
1527,3773
1528,3267
1529,212
1530,5711
1531,845
1532,1510
1533,1762
1534,4109
1535,129
1536,187
1537,6999
1538,2048
1539,4560
1540,75
1541,5555
1542,2498
1543,4365
1544,462
1545,4394
1546,1711
1547,6988
1548,3179
1549,8115
1550,5705
1551,522
1552,1098
1553,5341
1554,3677
1555,3859
1556,7237
1557,472
1558,4195
1559,3837
1560,618
1561,196
1562,6532
1563,8157
1564,2851
1565,3478
1566,3548
1567,6726
1568,5945
1569,7741
1570,3053
1571,7813
1572,7698
1573,3669
1574,1924
1575,5418
1576,867
1577,4535
1578,215
1579,8015
1580,6837
1581,5702
1582,6002
1583,6506
1584,4080
1585,5200
1586,7716
1587,1810
1588,1136
1589,7471
1590,7399
1591,5303
1592,4458
1593,3919
1594,6248
1595,4289
1596,5629
1597,7560
1598,6314
1599,2190
1600,7190
1601,6608
1602,5994
1603,2866
1604,3247
1605,4301
1606,5811
1607,5925
1608,404
1609,5222
1610,1998
1611,5186
1612,3692
1613,4198
1614,4513
1615,1780
1616,3716
1617,468
1618,2610
1619,3955
1620,2804
1621,1932
1622,6029
1623,5738
1624,5786
1625,5281
1626,295
1627,1063
1628,8160
1629,1309
1630,7721
1631,7257
1632,550
1633,1483
1634,7804
1635,497
1636,6162
1637,1737
1638,2456
1639,3834
1640,3704
1641,2535
1642,1064
1643,6920
1644,5522
1645,2418
1646,4863
1647,5406
1648,6074
1649,5091
1650,3603
1651,4500
1652,416
1653,8142
1654,3904
1655,3277
1656,3509
1657,210
1658,6744
1659,2484
1660,5371
1661,7881
1662,4008
1663,3810
1664,1902
1665,5760
1666,3264
1667,7220
1668,1289
1669,5009
1670,4398
1671,7227
1672,1255
1673,645
1674,8099
1675,872
1676,1859
1677,1997
1678,3056
1679,3627
1680,2583
1681,5424
1682,3825
1683,3227
1684,7684
1685,7410
1686,7483
1687,4385
1688,3162
1689,6157
1690,4257
1691,3429
1692,84
1693,763
1694,6208
1695,5619
1696,1870
1697,2027
1698,4111
1699,7995
1700,5195
1701,8080
1702,7842
1703,1127
1704,7840
1705,3507
1706,4334
1707,4425
1708,6690
1709,3280
1710,5324
1711,6720
1712,247
1713,4055
1714,91
1715,2135
1716,484
1717,4175
1718,4020
1719,8158
1720,5353
1721,4030
1722,632
1723,6641
1724,842
1725,6507
1726,7267
1727,7884
1728,3589
1729,5425
1730,4238
1731,6782
1732,4100
1733,5188
1734,5715
1735,5180
1736,6184
1737,1920
1738,5862
1739,4844
1740,7952
1741,7503
1742,5204
1743,1986
1744,6209
1745,5051
1746,7585
1747,4594
1748,8111
1749,2850
1750,548
1751,5148
1752,5307
1753,5926
1754,5269
1755,6846
1756,3009
1757,4446
1758,7700
1759,4231
1760,6944
1761,5869
1762,6105
1763,7249
1764,2670
1765,3168
1766,454
1767,4806
1768,5776
1769,3115
1770,7798
1771,1538
1772,1067
1773,1766
1774,4279
1775,2016
1776,4418
1777,5880
1778,7048
1779,5359
1780,6492
1781,4815
1782,1053
1783,6961
1784,2996
1785,123
1786,6672
1787,6310
1788,499
1789,4531
1790,2579
1791,6951
1792,6952
1793,3169
1794,6703
1795,3581
1796,5569
1797,5062
1798,7388
1799,7618
1800,4856
1801,1312
1802,1220
1803,2218
1804,321
1805,7171
1806,900
1807,2129
1808,3968
1809,7539
1810,2676
1811,1275
1812,6686
1813,5284
1814,7882
1815,2856
1816,2222
1817,1789
1818,3067
1819,1337
1820,6035
1821,64
1822,713
1823,2565
1824,200
1825,3552
1826,3345
1827,2568
1828,6558
1829,2623
1830,3453
1831,2261
1832,1760
1833,3820
1834,132
1835,2380
1836,6316
1837,7203
1838,6534
1839,7290
1840,3947
1841,2259
1842,3690
1843,2270
1844,493
1845,3920
1846,6112
1847,1723
1848,2122
1849,547
1850,7812
1851,7313
1852,7311
1853,5784
1854,5847
1855,4555
1856,425
1857,7537
1858,1869
1859,1421
1860,5716
1861,738
1862,2525
1863,5029
1864,3740
1865,4654
1866,2735
1867,222
1868,3663
1869,4473
1870,3753
1871,2326
1872,2654
1873,364
1874,2889
1875,6176
1876,2707
1877,4783
1878,4041
1879,3565
1880,6100
1881,4565
1882,3177
1883,4691
1884,3244
1885,2215
1886,761
1887,5165
1888,5838
1889,832
1890,7935
1891,685
1892,5788
1893,1602
1894,7544
1895,3141
1896,1406
1897,597
1898,3988
1899,3601
1900,4481
1901,3300
1902,877
1903,2514
1904,1209
1905,7351
1906,7213
1907,5960
1908,584
1909,7465
1910,4898
1911,3680
1912,4566
1913,1499
1914,7823
1915,6182
1916,894
1917,7480
1918,5459
1919,5621
1920,5539
1921,5843
1922,4299
1923,3735
1924,1234
1925,7776
1926,5454
1927,3554
1928,4749
1929,5365
1930,74
1931,2621
1932,3917
1933,4172
1934,5170
1935,1021
1936,3635
1937,4204
1938,6560
1939,152
1940,344
1941,289
1942,6489
1943,4945
1944,642
1945,5478
1946,6545
1947,5306
1948,562
1949,6541
1950,1465
1951,8025
1952,7986
1953,996
1954,3951
1955,5618
1956,1845
1957,6294
1958,3389
1959,2123
1960,641
1961,2483
1962,1759
1963,8126
1964,5349
1965,6562
1966,2536
1967,6829
1968,6820
1969,1502
1970,2938
1971,3542
1972,5473
1973,4524
1974,3239
1975,6711
1976,7905
1977,3007
1978,5910
1979,6661
1980,6816
1981,1176
1982,516
1983,812
1984,4322
1985,2426
1986,4243
1987,283
1988,4919
1989,2922
1990,7594
1991,6122
1992,7172
1993,1882
1994,5649
1995,7492
1996,4647
1997,3521
1998,4443
1999,1466
2000,4066
2001,225
2002,7644
2003,6802
2004,2019
2005,3520
2006,803
2007,2664
2008,707
2009,5142
2010,2206
2011,2413
2012,4600
2013,6922
2014,2470
2015,5892
2016,7861
2017,2578
2018,5894
2019,4467
2020,978
2021,3847
2022,7587
2023,6526
2024,6733
2025,5300
2026,2824
2027,5922
2028,6402
2029,5879
2030,458
2031,2253
2032,106
2033,6306
2034,1180
2035,7858
2036,2000
2037,6953
2038,5833
2039,1718
2040,4640
2041,5553
2042,4311
2043,180
2044,7155
2045,7348
2046,5483
2047,5455
2048,2519
2049,5755
2050,179
2051,1820
2052,2408
2053,7914
2054,3268
2055,6347
2056,4269
2057,6502
2058,4999
2059,3186
2060,7090
2061,1416
2062,2251
2063,1311
2064,5887
2065,2228
2066,4153
2067,4018
2068,6595
2069,5653
2070,4438
2071,3604
2072,664
2073,4523
2074,4725
2075,1840
2076,6854
2077,325
2078,127
2079,6411
2080,5682
2081,3672
2082,2626
2083,3641
2084,108
2085,5070
2086,6871
2087,5540
2088,7502
2089,2350
2090,474
2091,65
2092,6573
2093,8096
2094,3160
2095,3785
2096,1807
2097,8184
2098,1471
2099,3546
2100,7566
2101,1157
2102,7600
2103,5876
2104,2125
2105,4746
2106,2788
2107,1454
2108,2867
2109,1248
2110,1777
2111,631
2112,6825
2113,5113
2114,6851
2115,1167
2116,4598
2117,1529
2118,3433
2119,381
2120,1239
2121,4774
2122,7271
2123,1960
2124,422
2125,1148
2126,3991
2127,7035
2128,6603
2129,3032
2130,6051
2131,8028
2132,7711
2133,5181
2134,3875
2135,5896
2136,15
2137,658
2138,5859
2139,6738
2140,5199
2141,4456
2142,6660
2143,7099
2144,7164
2145,7624
2146,614
2147,7531
2148,3392
2149,1112
2150,4936
2151,1892
2152,896
2153,4593
2154,3591
2155,2108
2156,558
2157,7057
2158,5075
2159,1495
2160,6788
2161,8020
2162,5906
2163,4178
2164,1828
2165,7679
2166,7888
2167,8030
2168,1595
2169,427
2170,3139
2171,4622
2172,948
2173,916
2174,3995
2175,6352
2176,7214
2177,5058
2178,6887
2179,3411
2180,946
2181,5806
2182,7525
2183,7484
2184,4926
2185,4740
2186,7627
2187,582
2188,2692
2189,3999
2190,257
2191,4737
2192,7439
2193,6016
2194,7143
2195,8183
2196,1377
2197,3195
2198,3514
2199,5937
2200,4387
2201,5588
2202,2523
2203,789
2204,4149
2205,3568
2206,2518
2207,6987
2208,4496
2209,5297
2210,2648
2211,5258
2212,2230
2213,958
2214,4521
2215,3262
2216,2120
2217,4896
2218,1314
2219,290
2220,608
2221,4845
2222,1050
2223,3150
2224,5671
2225,5450
2226,1082
2227,785
2228,8135
2229,2018
2230,3802
2231,623
2232,3526
2233,5962
2234,2634
2235,4199
2236,7853
2237,6778
2238,4115
2239,5628
2240,3158
2241,5367
2242,5747
2243,1509
2244,1227
2245,1790
2246,681
2247,7687
2248,1478
2249,2528
2250,3413
2251,7470
2252,7015
2253,4138
2254,5140
2255,5663
2256,2491
2257,3351
2258,6554
2259,7896
2260,3630
2261,7816
2262,7466
2263,1296
2264,2900
2265,4494
2266,5961
2267,643
2268,1992
2269,4876
2270,6523
2271,5829
2272,7389
2273,4679
2274,4348
2275,1865
2276,5496
2277,1302
2278,787
2279,3572
2280,4789
2281,6244
2282,7802
2283,7432
2284,5191
2285,7060
2286,5157
2287,1386
2288,4847
2289,3308
2290,3644
2291,7429
2292,2049
2293,3701
2294,3908
2295,5997
2296,4858
2297,6898
2298,3479
2299,6179
2300,3294
2301,4288
2302,1290
2303,6469
2304,1651
2305,7581
2306,4755
2307,8029
2308,6824
2309,7193
2310,5422
2311,5612
2312,1704
2313,4544
2314,3005
2315,207
2316,3263
2317,3984
2318,5740
2319,4407
2320,1184
2321,2319
2322,5930
2323,7246
2324,5919
2325,5175
2326,1379
2327,2628
2328,4120
2329,3305
2330,1556
2331,6426
2332,2344
2333,596
2334,5821
2335,2359
2336,3340
2337,4165
2338,3816
2339,1549
2340,5606
2341,2042
2342,6712
2343,3118
2344,6328
2345,5457
2346,1983
2347,3823
2348,3209
2349,174
2350,2705
2351,8012
2352,720
2353,4454
2354,2313
2355,6107
2356,27
2357,1899
2358,6718
2359,2490
2360,586
2361,6102
2362,3512
2363,3629
2364,7256
2365,5724
2366,3391
2367,2066
2368,1564
2369,1794
2370,3916
2371,1966
2372,2249
2373,7753
2374,4164
2375,4003
2376,2548
2377,4902
2378,4658
2379,2973
2380,4267
2381,5364
2382,5245
2383,249
2384,882
2385,4650
2386,3799
2387,3811
2388,1206
2389,7609
2390,6245
2391,3219
2392,8149
2393,7907
2394,7127
2395,2152
2396,3845
2397,944
2398,2336
2399,7331
2400,2607
2401,90
2402,3185
2403,7532
2404,7704
2405,3143
2406,6192
2407,6375
2408,2427
2409,5901
2410,6525
2411,2015
2412,3242
2413,7983
2414,6119
2415,6151
2416,5762
2417,6049
2418,6657
2419,7349
2420,2580
2421,3891
2422,380
2423,6226
2424,5868
2425,4342
2426,3967
2427,6614
2428,6127
2429,7819
2430,2773
2431,1263
2432,7469
2433,5601
2434,6437
2435,6056
2436,5067
2437,6164
2438,1838
2439,2057
2440,973
2441,7288
2442,7996
2443,5883
2444,5035
2445,3042
2446,4332
2447,1152
2448,4282
2449,6315
2450,3041
2451,7044
2452,8138
2453,7608
2454,100
2455,5037
2456,7047
2457,836
2458,6295
2459,6429
2460,2694
2461,1210
2462,5221
2463,2592
2464,235
2465,7418
2466,3839
2467,7782
2468,7844
2469,4405
2470,1739
2471,932
2472,1735
2473,6018
2474,3819
2475,4649
2476,2740
2477,1124
2478,6605
2479,4951
2480,7605
2481,6773
2482,6692
2483,5293
2484,5565
2485,640
2486,5830
2487,4832
2488,5625
2489,5836
2490,7086
2491,5480
2492,5251
2493,2914
2494,7606
2495,1630
2496,1031
2497,6844
2498,2680
2499,907
2500,1504
2501,6247
2502,4570
2503,4996
2504,5019
2505,7447
2506,2588
2507,8064
2508,505
2509,7108
2510,8177
2511,6214
2512,2527
2513,7136
2514,4486
2515,2020
2516,1070
2517,2448
2518,6333
2519,4221
2520,2392
2521,846
2522,7777
2523,1233
2524,890
2525,7588
2526,1914
2527,6957
2528,7490
2529,2195
2530,7900
2531,6465
2532,1402
2533,6964
2534,2717
2535,6265
2536,5939
2537,477
2538,7061
2539,5429
2540,3769
2541,5380
2542,5217
2543,7929
2544,7212
2545,1357
